,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,PMID,Unnamed: 0.1,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Unnamed: 0
7030,True,False,True,False,False,24972680,30805,Blocking the apoE/Aβ interaction ameliorates Aβ-related pathology in APOE ε2 and ε4 targeted replacement Alzheimer model mice,"Pankiewicz JE, Guridi M, Kim J, Asuni AA, Sanchez S, Sullivan PM, Holtzman DM, Sadowski MJ.",Acta Neuropathol Commun. 2014 Jun 28;2:75. doi: 10.1186/s40478-014-0075-0.,Pankiewicz JE,Acta Neuropathol Commun,2014,2014/06/29,PMC4174325,,10.1186/s40478-014-0075-0,
7034,True,False,True,False,False,25237742,30355,Feelings without memory in Alzheimer disease,"Guzmán-Vélez E, Feinstein JS, Tranel D.",Cogn Behav Neurol. 2014 Sep;27(3):117-29. doi: 10.1097/WNN.0000000000000020.,Guzmán-Vélez E,Cogn Behav Neurol,2014,2014/09/20,PMC4175156,NIHMS582764,10.1097/WNN.0000000000000020,
7035,True,False,True,False,False,24958194,30838,Nonsense mutation in PRNP associated with clinical Alzheimer's disease,"Guerreiro R, Brás J, Wojtas A, Rademakers R, Hardy J, Graff-Radford N.",Neurobiol Aging. 2014 Nov;35(11):2656.e13-2656.e16. doi: 10.1016/j.neurobiolaging.2014.05.013. Epub 2014 May 27.,Guerreiro R,Neurobiol Aging,2014,2014/06/25,PMC4175176,EMS59505,10.1016/j.neurobiolaging.2014.05.013,
7042,True,False,True,False,False,25239202,30352,QSAR analysis on tacrine-related acetylcholinesterase inhibitors,"Wong KY, Mercader AG, Saavedra LM, Honarparvar B, Romanelli GP, Duchowicz PR.",J Biomed Sci. 2014 Sep 20;21(1):84. doi: 10.1186/s12929-014-0084-0.,Wong KY,J Biomed Sci,2014,2014/09/21,PMC4177578,,10.1186/s12929-014-0084-0,
7046,True,False,True,False,False,25260075,30316,General amyloid inhibitors? A critical examination of the inhibition of IAPP amyloid formation by inositol stereoisomers,"Wang H, Raleigh DP.",PLoS One. 2014 Sep 26;9(9):e104023. doi: 10.1371/journal.pone.0104023. eCollection 2014.,Wang H,PLoS One,2014,2014/09/27,PMC4178012,,10.1371/journal.pone.0104023,
7050,True,False,True,False,False,25221976,30375,Fatty acid status and its relationship to cognitive decline and homocysteine levels in the elderly,"Baierle M, Vencato PH, Oldenburg L, Bordignon S, Zibetti M, Trentini CM, Duarte MM, Veit JC, Somacal S, Emanuelli T, Grune T, Breusing N, Garcia SC.",Nutrients. 2014 Sep 12;6(9):3624-40. doi: 10.3390/nu6093624.,Baierle M,Nutrients,2014,2014/09/16,PMC4179179,,10.3390/nu6093624,
7053,False,False,True,False,False,25048970,30688,Oxidized LDL lipids increase β-amyloid production by SH-SY5Y cells through glutathione depletion and lipid raft formation,"Dias IH, Mistry J, Fell S, Reis A, Spickett CM, Polidori MC, Lip GY, Griffiths HR.",Free Radic Biol Med. 2014 Oct;75:48-59. doi: 10.1016/j.freeradbiomed.2014.07.012. Epub 2014 Jul 15.,Dias IH,Free Radic Biol Med,2014,2014/07/23,PMC4180009,,10.1016/j.freeradbiomed.2014.07.012,
7057,True,False,True,False,False,25257319,30321,Microglial pathology,"Streit WJ, Xue QS, Tischer J, Bechmann I.",Acta Neuropathol Commun. 2014 Sep 26;2:142. doi: 10.1186/s40478-014-0142-6.,Streit WJ,Acta Neuropathol Commun,2014,2014/09/27,PMC4180960,,10.1186/s40478-014-0142-6,
7058,True,False,False,False,False,25284993,30275,Feasibility and efficacy of cognitive telerehabilitation in early Alzheimer's disease: a pilot study,"Jelcic N, Agostini M, Meneghello F, Bussè C, Parise S, Galano A, Tonin P, Dam M, Cagnin A.",Clin Interv Aging. 2014 Sep 24;9:1605-11. doi: 10.2147/CIA.S68145. eCollection 2014.,Jelcic N,Clin Interv Aging,2014,2014/10/07,PMC4181448,,10.2147/CIA.S68145,
7061,True,False,True,False,False,25268773,30305,Magnesium protects cognitive functions and synaptic plasticity in streptozotocin-induced sporadic Alzheimer's model,"Xu ZP, Li L, Bao J, Wang ZH, Zeng J, Liu EJ, Li XG, Huang RX, Gao D, Li MZ, Zhang Y, Liu GP, Wang JZ.",PLoS One. 2014 Sep 30;9(9):e108645. doi: 10.1371/journal.pone.0108645. eCollection 2014.,Xu ZP,PLoS One,2014,2014/10/01,PMC4182554,,10.1371/journal.pone.0108645,
7069,True,False,True,False,False,25275487,30294,Triptolide preserves cognitive function and reduces neuropathology in a mouse model of Alzheimer's disease,"Cheng S, LeBlanc KJ, Li L.",PLoS One. 2014 Oct 2;9(9):e108845. doi: 10.1371/journal.pone.0108845. eCollection 2014.,Cheng S,PLoS One,2014,2014/10/03,PMC4183525,,10.1371/journal.pone.0108845,
7070,True,False,True,False,False,25275530,30292,"Glaucoma, Alzheimer's disease, and Parkinson's disease: an 8-year population-based follow-up study","Lin IC, Wang YH, Wang TJ, Wang IJ, Shen YD, Chi NF, Chien LN.",PLoS One. 2014 Oct 2;9(9):e108938. doi: 10.1371/journal.pone.0108938. eCollection 2014.,Lin IC,PLoS One,2014,2014/10/03,PMC4183534,,10.1371/journal.pone.0108938,
7075,True,False,True,False,False,25068655,30649,Flow cytometry analysis of synaptosomes from post-mortem human brain reveals changes specific to Lewy body and Alzheimer's disease,"Postupna NO, Keene CD, Latimer C, Sherfield EE, Van Gelder RD, Ojemann JG, Montine TJ, Darvas M.",Lab Invest. 2014 Oct;94(10):1161-72. doi: 10.1038/labinvest.2014.103. Epub 2014 Jul 28.,Postupna NO,Lab Invest,2014,2014/07/29,PMC4184945,NIHMS605411,10.1038/labinvest.2014.103,
7076,True,False,True,False,False,25082552,30626,"Water influx into cerebrospinal fluid is significantly reduced in senile plaque bearing transgenic mice, supporting beta-amyloid clearance hypothesis of Alzheimer's disease","Igarashi H, Suzuki Y, Kwee IL, Nakada T.",Neurol Res. 2014 Dec;36(12):1094-8. doi: 10.1179/1743132814Y.0000000434. Epub 2014 Aug 1.,Igarashi H,Neurol Res,2014,2014/08/02,PMC4188033,,10.1179/1743132814Y.0000000434,
7080,True,False,True,False,False,25248284,30337,Diagnostic tools for alzheimer's disease dementia and other dementias: an overview of diagnostic test accuracy (DTA) systematic reviews,"Arevalo-Rodriguez I, Segura O, Solà I, Bonfill X, Sanchez E, Alonso-Coello P.",BMC Neurol. 2014 Sep 24;14:183. doi: 10.1186/s12883-014-0183-2.,Arevalo-Rodriguez I,BMC Neurol,2014,2014/09/25,PMC4189736,,10.1186/s12883-014-0183-2,
7098,False,False,True,False,False,10345408,38087,Caregiver supports: outcomes from the Medicare Alzheimer's disease demonstration,"Yordi C, DuNah R, Bostrom A, Fox P, Wilkinson A, Newcomer R.",Health Care Financ Rev. 1997 Winter;19(2):97-117.,Yordi C,Health Care Financ Rev,1997,1997/01/01,PMC4194475,,,
7099,False,False,True,False,False,10179994,38076,"Case management, client risk factors and service use","Newcomer R, Arnsberger P, Zhang X.",Health Care Financ Rev. 1997 Fall;19(1):105-20.,Newcomer R,Health Care Financ Rev,1997,1998/03/03,PMC4194486,,,
7100,False,False,False,False,False,10173124,38084,Mental health of Medicare beneficiaries: 1995,"Eppig FJ, Poisal JA.",Health Care Financ Rev. 1997 Spring;18(3):207-10.,Eppig FJ,Health Care Financ Rev,1997,1997/04/01,PMC4194508,,,
7101,False,False,True,False,False,11482125,38022,Long-term care eligibility criteria for people with Alzheimer's disease,"Fox P, Maslow K, Zhang X.",Health Care Financ Rev. 1999 Summer;20(4):67-85.,Fox P,Health Care Financ Rev,1999,2001/08/03,PMC4194604,,,
7102,False,False,False,False,False,11482124,38023,Effects of the Medicare Alzheimer's disease demonstration on Medicare expenditures,"Newcomer R, Miller R, Clay T, Fox P.",Health Care Financ Rev. 1999 Summer;20(4):45-65.,Newcomer R,Health Care Financ Rev,1999,2001/08/03,PMC4194605,,,
7104,True,True,True,False,False,25300460,30254,NILVAD protocol: a European multicentre double-blind placebo-controlled trial of nilvadipine in mild-to-moderate Alzheimer's disease,"Lawlor B, Kennelly S, O'Dwyer S, Cregg F, Walsh C, Coen R, Kenny RA, Howard R, Murphy C, Adams J, Daly L, Segurado R, Gaynor S, Crawford F, Mullan M, Lucca U, Banzi R, Pasquier F, Breuilh L, Riepe M, Kalman J, Wallin A, Borjesson A, Molloy W, Tsolaki M, Olde Rikkert M.",BMJ Open. 2014 Oct 9;4(10):e006364. doi: 10.1136/bmjopen-2014-006364.,Lawlor B,BMJ Open,2014,2014/10/11,PMC4194801,,10.1136/bmjopen-2014-006364,
7107,True,False,True,False,True,25310860,30240,"Revision of the Cognitive Assessment for Dementia, iPad version (CADi2)","Onoda K, Yamaguchi S.",PLoS One. 2014 Oct 13;9(10):e109931. doi: 10.1371/journal.pone.0109931. eCollection 2014.,Onoda K,PLoS One,2014,2014/10/14,PMC4195614,,10.1371/journal.pone.0109931,
7109,True,False,True,False,False,24614494,31394,Florbetapir F 18 amyloid PET and 36-month cognitive decline: a prospective multicenter study,"Doraiswamy PM, Sperling RA, Johnson K, Reiman EM, Wong TZ, Sabbagh MN, Sadowsky CH, Fleisher AS, Carpenter A, Joshi AD, Lu M, Grundman M, Mintun MA, Skovronsky DM, Pontecorvo MJ; AV45-A11 Study Group; AV45-A11 Study Group.",Mol Psychiatry. 2014 Sep;19(9):1044-51. doi: 10.1038/mp.2014.9. Epub 2014 Mar 11.,Doraiswamy PM,Mol Psychiatry,2014,2014/03/12,PMC4195975,,10.1038/mp.2014.9,
7112,True,False,True,False,False,25109373,30582,"Fibrillar β-amyloid 1-42 alters cytokine secretion, cholinergic signalling and neuronal differentiation","Malmsten L, Vijayaraghavan S, Hovatta O, Marutle A, Darreh-Shori T.",J Cell Mol Med. 2014 Sep;18(9):1874-88. doi: 10.1111/jcmm.12343. Epub 2014 Aug 11.,Malmsten L,J Cell Mol Med,2014,2014/08/12,PMC4196662,,10.1111/jcmm.12343,
7113,False,False,True,False,False,25261995,30313,Progranulin protects against amyloid β deposition and toxicity in Alzheimer's disease mouse models,"Minami SS, Min SW, Krabbe G, Wang C, Zhou Y, Asgarov R, Li Y, Martens LH, Elia LP, Ward ME, Mucke L, Farese RV Jr, Gan L.",Nat Med. 2014 Oct;20(10):1157-64. doi: 10.1038/nm.3672. Epub 2014 Sep 28.,Minami SS,Nat Med,2014,2014/09/29,PMC4196723,NIHMS617867,10.1038/nm.3672,
7120,True,False,True,False,False,25069841,30647,Selective clearance of aberrant tau proteins and rescue of neurotoxicity by transcription factor EB,"Polito VA, Li H, Martini-Stoica H, Wang B, Yang L, Xu Y, Swartzlander DB, Palmieri M, di Ronza A, Lee VM, Sardiello M, Ballabio A, Zheng H.",EMBO Mol Med. 2014 Sep;6(9):1142-60. doi: 10.15252/emmm.201303671.,Polito VA,EMBO Mol Med,2014,2014/07/30,PMC4197862,,10.15252/emmm.201303671,
7125,False,False,False,False,False,25119265,30559,Elucidating the role of DEPTOR in Alzheimer's disease,"Davies J, Zachariades E, Rogers-Broadway KR, Karteris E.",Int J Mol Med. 2014 Nov;34(5):1195-200. doi: 10.3892/ijmm.2014.1895. Epub 2014 Aug 12.,Davies J,Int J Mol Med,2014,2014/08/15,PMC4199409,,10.3892/ijmm.2014.1895,
7130,True,False,True,False,False,25336934,30199,Cognitive function and 10 year mortality in an 85 year-old community-dwelling population,"Takata Y, Ansai T, Soh I, Awano S, Nakamichi I, Akifusa S, Goto K, Yoshida A, Fujii H, Fujisawa R, Sonoki K.",Clin Interv Aging. 2014 Oct 7;9:1691-9. doi: 10.2147/CIA.S64107. eCollection 2014.,Takata Y,Clin Interv Aging,2014,2014/10/23,PMC4199981,,10.2147/CIA.S64107,
7131,True,False,False,False,False,25336931,30200,Global music approach to persons with dementia: evidence and practice,"Raglio A, Filippi S, Bellandi D, Stramba-Badiale M.",Clin Interv Aging. 2014 Oct 6;9:1669-76. doi: 10.2147/CIA.S71388. eCollection 2014.,Raglio A,Clin Interv Aging,2014,2014/10/23,PMC4199985,,10.2147/CIA.S71388,
7132,True,True,True,False,False,25304446,30246,"Personality, Alzheimer's disease and behavioural and cognitive symptoms of dementia: the PACO prospective cohort study protocol","Rouch I, Dorey JM, Boublay N, Henaff MA, Dibie-Racoupeau F, Makaroff Z, Harston S, Benoit M, Barrellon MO, Fédérico D, Laurent B, Padovan C, Krolak-Salmon P; PACO group.",BMC Geriatr. 2014 Oct 10;14:110. doi: 10.1186/1471-2318-14-110.,Rouch I,BMC Geriatr,2014,2014/10/12,PMC4200223,,10.1186/1471-2318-14-110,
7138,False,False,True,False,False,23928827,32539,The impact of memantine in combination with acetylcholinesterase inhibitors on admission of patients with Alzheimer's disease to nursing homes: cost-effectiveness analysis in France,"Touchon J, Lachaine J, Beauchemin C, Granghaud A, Rive B, Bineau S.",Eur J Health Econ. 2014 Nov;15(8):791-800. doi: 10.1007/s10198-013-0523-y. Epub 2013 Aug 9.,Touchon J,Eur J Health Econ,2014,2013/08/10,PMC4201748,,10.1007/s10198-013-0523-y,
7139,True,False,True,False,False,25248508,30336,A platelet protein biochip rapidly detects an Alzheimer's disease-specific phenotype,"Veitinger M, Oehler R, Umlauf E, Baumgartner R, Schmidt G, Gerner C, Babeluk R, Attems J, Mitulovic G, Rappold E, Lamont J, Zellner M.",Acta Neuropathol. 2014 Nov;128(5):665-77. doi: 10.1007/s00401-014-1341-8. Epub 2014 Sep 24.,Veitinger M,Acta Neuropathol,2014,2014/09/25,PMC4201753,,10.1007/s00401-014-1341-8,
7143,True,False,True,False,False,25329708,30214,Gene-based rare allele analysis identified a risk gene of Alzheimer's disease,"Kim JH, Song P, Lim H, Lee JH, Lee JH, Park SA; Alzheimer’s Disease Neuroimaging Initiative.",PLoS One. 2014 Oct 20;9(10):e107983. doi: 10.1371/journal.pone.0107983. eCollection 2014.,Kim JH,PLoS One,2014,2014/10/21,PMC4203677,,10.1371/journal.pone.0107983,
7144,True,False,True,False,False,24476841,31607,The role of ryanodine receptor type 3 in a mouse model of Alzheimer disease,"Liu J, Supnet C, Sun S, Zhang H, Good L, Popugaeva E, Bezprozvanny I.",Channels (Austin). 2014;8(3):230-42. doi: 10.4161/chan.27471.,Liu J,Channels (Austin),2014,2014/01/31,PMC4203752,,10.4161/chan.27471,
7151,True,False,True,False,False,24853080,31028,A critique of the drug discovery and phase 3 clinical programs targeting the amyloid hypothesis for Alzheimer disease,"Karran E, Hardy J.",Ann Neurol. 2014 Aug;76(2):185-205. doi: 10.1002/ana.24188. Epub 2014 Jul 2.,Karran E,Ann Neurol,2014,2014/05/24,PMC4204160,EMS59500,10.1002/ana.24188,
7152,False,False,True,False,False,15175114,37903,TP73 allelic expression in human brain and allele frequencies in Alzheimer's disease,"Li Q, Athan ES, Wei M, Yuan E, Rice SL, Vonsattel JP, Mayeux RP, Tycko B.",BMC Med Genet. 2004 Jun 2;5:14. doi: 10.1186/1471-2350-5-14.,Li Q,BMC Med Genet,2004,2004/06/04,PMC420466,,10.1186/1471-2350-5-14,
7155,True,False,False,False,False,25342895,30186,Silent and suffering: a pilot study exploring gaps between theory and practice in pain management for people with severe dementia in residential aged care facilities,"Peisah C, Weaver J, Wong L, Strukovski JA.",Clin Interv Aging. 2014 Oct 15;9:1767-74. doi: 10.2147/CIA.S64598. eCollection 2014.,Peisah C,Clin Interv Aging,2014,2014/10/25,PMC4205115,,10.2147/CIA.S64598,
7159,True,False,True,False,False,25274010,30300,Abundant kif21b is associated with accelerated progression in neurodegenerative diseases,"Kreft KL, van Meurs M, Wierenga-Wolf AF, Melief MJ, van Strien ME, Hol EM, Oostra BA, Laman JD, Hintzen RQ.",Acta Neuropathol Commun. 2014 Oct 3;2:144. doi: 10.1186/s40478-014-0144-4.,Kreft KL,Acta Neuropathol Commun,2014,2014/10/03,PMC4207309,,10.1186/s40478-014-0144-4,
7160,True,False,True,False,False,25231068,30362,Inconsistencies and controversies surrounding the amyloid hypothesis of Alzheimer's disease,"Morris GP, Clark IA, Vissel B.",Acta Neuropathol Commun. 2014 Sep 18;2:135. doi: 10.1186/s40478-014-0135-5.,Morris GP,Acta Neuropathol Commun,2014,2014/09/19,PMC4207354,,10.1186/s40478-014-0135-5,
7161,True,False,True,False,False,25315814,30232,"Immune responses in rapidly progressive dementia: a comparative study of neuroinflammatory markers in Creutzfeldt-Jakob disease, Alzheimer's disease and multiple sclerosis","Stoeck K, Schmitz M, Ebert E, Schmidt C, Zerr I.",J Neuroinflammation. 2014 Oct 15;11:170. doi: 10.1186/s12974-014-0170-y.,Stoeck K,J Neuroinflammation,2014,2014/10/16,PMC4207356,,10.1186/s12974-014-0170-y,
7162,True,False,True,False,False,25378907,30122,"Multipotent cholinesterase/monoamine oxidase inhibitors for the treatment of Alzheimer's disease: design, synthesis, biochemical evaluation, ADMET, molecular modeling, and QSAR analysis of novel donepezil-pyridyl hybrids","Bautista-Aguilera OM, Esteban G, Chioua M, Nikolic K, Agbaba D, Moraleda I, Iriepa I, Soriano E, Samadi A, Unzeta M, Marco-Contelles J.",Drug Des Devel Ther. 2014 Oct 13;8:1893-910. doi: 10.2147/DDDT.S69258. eCollection 2014.,Bautista-Aguilera OM,Drug Des Devel Ther,2014,2014/11/08,PMC4207550,,10.2147/DDDT.S69258,
7164,True,False,True,False,True,25340798,30192,Genome-wide association study of CSF levels of 59 alzheimer's disease candidate proteins: significant associations with proteins involved in amyloid processing and inflammation,"Kauwe JS, Bailey MH, Ridge PG, Perry R, Wadsworth ME, Hoyt KL, Staley LA, Karch CM, Harari O, Cruchaga C, Ainscough BJ, Bales K, Pickering EH, Bertelsen S; Alzheimer's Disease Neuroimaging Initiative, Fagan AM, Holtzman DM, Morris JC, Goate AM.",PLoS Genet. 2014 Oct 23;10(10):e1004758. doi: 10.1371/journal.pgen.1004758. eCollection 2014 Oct.,Kauwe JS,PLoS Genet,2014,2014/10/24,PMC4207667,,10.1371/journal.pgen.1004758,
7171,True,False,True,False,False,25330988,30207,Frequent and symmetric deposition of misfolded tau oligomers within presynaptic and postsynaptic terminals in Alzheimer's disease,"Tai HC, Wang BY, Serrano-Pozo A, Frosch MP, Spires-Jones TL, Hyman BT.",Acta Neuropathol Commun. 2014 Oct 21;2:146. doi: 10.1186/s40478-014-0146-2.,Tai HC,Acta Neuropathol Commun,2014,2014/10/22,PMC4209049,,10.1186/s40478-014-0146-2,
7174,False,False,True,False,False,25345439,30181,Correlations of amyloid-β concentrations between CSF and plasma in acute Alzheimer mouse model,"Cho SM, Kim HV, Lee S, Kim HY, Kim W, Kim TS, Kim DJ, Kim Y.",Sci Rep. 2014 Oct 27;4:6777. doi: 10.1038/srep06777.,Cho SM,Sci Rep,2014,2014/10/28,PMC4209448,,10.1038/srep06777,
7176,True,False,True,False,True,25347725,30177,The effect of S-adenosylmethionine on cognitive performance in mice: an animal model meta-analysis,"Montgomery SE, Sepehry AA, Wangsgaard JD, Koenig JE.",PLoS One. 2014 Oct 27;9(10):e107756. doi: 10.1371/journal.pone.0107756. eCollection 2014.,Montgomery SE,PLoS One,2014,2014/10/28,PMC4210123,,10.1371/journal.pone.0107756,
7179,True,False,True,False,True,25312309,30238,Altered synaptic structure in the hippocampus in a mouse model of Alzheimer's disease with soluble amyloid-β oligomers and no plaque pathology,"Price KA, Varghese M, Sowa A, Yuk F, Brautigam H, Ehrlich ME, Dickstein DL.",Mol Neurodegener. 2014 Oct 13;9:41. doi: 10.1186/1750-1326-9-41.,Price KA,Mol Neurodegener,2014,2014/10/15,PMC4210526,,10.1186/1750-1326-9-41,
7183,True,False,True,False,False,25374890,30129,Heat shock protein 90 in Alzheimer's disease,"Ou JR, Tan MS, Xie AM, Yu JT, Tan L.",Biomed Res Int. 2014;2014:796869. doi: 10.1155/2014/796869. Epub 2014 Oct 13.,Ou JR,Biomed Res Int,2014,2014/11/07,PMC4211323,,10.1155/2014/796869,
7184,True,False,False,False,False,25364231,30151,Ginger components as new leads for the design and development of novel multi-targeted anti-Alzheimer's drugs: a computational investigation,"Azam F, Amer AM, Abulifa AR, Elzwawi MM.",Drug Des Devel Ther. 2014 Oct 23;8:2045-59. doi: 10.2147/DDDT.S67778. eCollection 2014.,Azam F,Drug Des Devel Ther,2014,2014/11/04,PMC4211852,,10.2147/DDDT.S67778,
7185,True,False,True,False,False,25364236,30150,FOXO1 locus and acetylcholinesterase inhibitors in elderly patients with Alzheimer's disease,"Paroni G, Seripa D, Fontana A, D'Onofrio G, Gravina C, Urbano M, Cascavilla L, Pellegrini F, Greco A, Pilotto A.",Clin Interv Aging. 2014 Oct 21;9:1783-91. doi: 10.2147/CIA.S64758. eCollection 2014.,Paroni G,Clin Interv Aging,2014,2014/11/04,PMC4211854,,10.2147/CIA.S64758,
